1,1,1,2019-11-10 08:00:00.0000000,2019-11-10 23:59:00.0000000,8683688
3,1,2,2019-11-24 08:00:00.0000000,2019-11-24 23:59:00.0000000,9086696
4,5,1,2004-11-28 08:00:00.0000000,2004-11-28 23:59:00.0000000,10794653
5,5,2,2004-12-12 08:00:00.0000000,2004-12-12 23:59:00.0000000,10008314
6,2,1,2014-11-02 08:00:00.0000000,2014-11-02 23:59:00.0000000,9485340
7,2,2,2014-11-16 08:00:00.0000000,2014-11-16 23:59:00.0000000,11553152
8,4,1,2009-11-22 08:00:00.0000000,2009-11-22 23:59:00.0000000,9718840
9,4,2,2009-12-06 08:00:00.0000000,2009-12-06 23:59:00.0000000,10481568
